date,store_nbr,family,sales,onpromotion,item_count,perishable_share,city,state,type,cluster,transactions,dcoilwtico,holiday,national_holiday,holiday_event_count,national_event_count,year,month,day,day_of_week,week_of_year,day_name,is_weekend,city_code,state_code,store_type_code,day_name_code,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,predicted_sales
2017-08-08,1,BEVERAGES,2418.0,7,315,0.0,Quito,Pichincha,D,13,1766.0,49.07,0,0,0,0,2017,8,8,1,32,Tuesday,0,0,0,0,5,2086.0,2627.0,2438.0,2372.0,2133.5714285714284,576.7933937274479,2125.8571428571427,488.01873500336853,2148.0,495.8943286479339,2273.5987113301894
2017-08-09,1,BEVERAGES,2311.0,7,317,0.0,Quito,Pichincha,D,13,1766.0,49.59,0,0,0,0,2017,8,9,2,32,Wednesday,0,0,0,0,6,2418.0,2645.0,2242.0,2460.0,2103.714285714286,551.8652354472475,2124.4285714285716,487.06305298433375,2149.6428571428573,496.73938425799884,2237.490262299799
2017-08-10,1,BEVERAGES,2377.0,6,322,0.0,Quito,Pichincha,D,13,1764.0,48.54,0,0,0,0,2017,8,10,3,32,Thursday,0,0,0,0,4,2311.0,2037.0,2002.0,2115.0,2056.0,510.12612819446394,2129.3571428571427,488.69065362973464,2144.3214285714284,494.0824682679353,2075.190069718317
2017-08-11,1,BEVERAGES,1006.0,3,214,0.0,Quito,Pichincha,D,13,570.0,48.81,1,1,1,1,2017,8,11,4,32,Friday,0,0,0,0,0,2377.0,2479.0,2358.0,2529.0,2104.5714285714284,524.0129951133148,2156.1428571428573,491.4424384703387,2153.6785714285716,495.9838747058758,1348.638254229367
2017-08-12,1,BEVERAGES,1659.0,7,279,0.0,Quito,Pichincha,D,13,1004.0,48.403333333333336,0,0,0,0,2017,8,12,5,32,Saturday,1,0,0,0,2,1006.0,2093.0,2161.0,2183.0,1894.142857142857,633.0138041073708,2059.5714285714284,574.5380370732285,2099.285714285714,535.255553858629,1681.665297322602
2017-08-13,1,BEVERAGES,803.0,5,217,0.0,Quito,Pichincha,D,13,416.0,47.99666666666667,0,0,0,0,2017,8,13,6,32,Sunday,1,0,0,0,3,1659.0,968.0,1212.0,1079.0,1832.142857142857,631.5429329748573,2023.7142857142858,583.3188109128982,2080.5714285714284,541.3459514519702,932.9844780634314
2017-08-14,1,BEVERAGES,2201.0,9,321,0.0,Quito,Pichincha,D,13,1733.0,47.59,0,0,0,0,2017,8,14,0,33,Monday,0,0,0,0,1,803.0,2086.0,2414.0,2381.0,1808.5714285714287,671.016854518296,1994.5,635.0472726195593,2070.714285714286,562.3633896428373,2050.240980957531
2017-08-15,1,BEVERAGES,1942.0,11,312,0.0,Quito,Pichincha,D,13,1693.0,47.57,1,0,1,0,2017,8,15,1,33,Tuesday,0,0,0,0,5,2201.0,2418.0,2627.0,2589.0,1825.0,680.2849892998343,1979.2857142857142,626.7208222254878,2064.285714285714,559.7075861649381,2216.060159864104
2017-05-18,1,DAIRY,718.0,23,170,1.0,Quito,Pichincha,D,13,1662.0,49.36,0,0,0,0,2017,5,18,3,20,Thursday,0,0,0,0,4,828.0,721.0,755.0,666.0,735.4285714285714,207.98466060654346,756.9285714285714,195.73037352664159,743.6785714285714,212.49471515370556,830.7006090358118
2017-05-19,1,DAIRY,957.0,26,169,1.0,Quito,Pichincha,D,13,1897.0,50.32,0,0,0,0,2017,5,19,4,20,Friday,0,0,0,0,0,718.0,857.0,882.0,1078.0,735.0,208.02243468754364,754.2857142857143,196.0080173287368,745.5357142857143,212.0173791169477,1046.3972899287896
2017-05-20,1,DAIRY,795.0,24,159,1.0,Quito,Pichincha,D,13,1284.0,50.48333333333333,0,0,0,0,2017,5,20,5,20,Saturday,1,0,0,0,2,957.0,939.0,919.0,884.0,749.2857142857143,220.83607365775066,759.6428571428571,200.73503666538747,741.2142857142857,206.1416911383947,997.8385070176215
2017-05-21,1,DAIRY,337.0,18,122,1.0,Quito,Pichincha,D,13,495.0,50.64666666666667,0,0,0,0,2017,5,21,6,20,Sunday,1,0,0,0,3,795.0,299.0,355.0,390.0,728.7142857142857,206.4571903048461,750.7857142857143,195.83870072918742,738.0357142857143,204.53841116086758,174.7467790938091
2017-05-22,1,DAIRY,755.0,25,170,1.0,Quito,Pichincha,D,13,1758.0,50.81,0,0,0,0,2017,5,22,0,21,Monday,0,0,0,0,1,337.0,710.0,852.0,832.0,734.1428571428571,193.35927576356286,749.5,198.6755182161634,736.1428571428571,208.09287710694468,1003.1755145176984
2017-05-23,1,DAIRY,736.0,22,156,1.0,Quito,Pichincha,D,13,1701.0,51.12,0,0,0,0,2017,5,23,1,21,Tuesday,0,0,0,0,5,755.0,794.0,780.0,669.0,740.5714285714286,193.1707855265708,742.5714285714286,196.50551539948475,733.3928571428571,207.2864075666932,883.7479448223411
2017-05-24,1,DAIRY,867.0,26,165,1.0,Quito,Pichincha,D,13,1844.0,50.99,0,0,0,0,2017,5,24,2,21,Wednesday,0,0,0,0,6,736.0,828.0,906.0,832.0,732.2857142857143,191.7356811565637,739.4285714285714,196.21248854071501,735.7857142857143,206.90190145428173,948.3750659264996
2017-05-25,1,DAIRY,723.0,23,155,1.0,Quito,Pichincha,D,13,1663.0,48.57,0,0,0,0,2017,5,25,3,21,Thursday,0,0,0,0,4,867.0,718.0,721.0,734.0,737.8571428571429,195.50995590287184,736.6428571428571,193.92925242225454,737.0357142857143,207.60922732345438,789.8728578862643
2017-05-26,1,DAIRY,375.0,16,126,1.0,Quito,Pichincha,D,13,580.0,49.58,1,1,1,1,2017,5,26,4,21,Friday,0,0,0,0,0,723.0,957.0,857.0,867.0,738.5714285714286,195.4344366983953,736.7857142857143,193.91757907040568,736.6428571428571,207.62559149436933,117.01927741326243
2017-05-27,1,DAIRY,634.0,24,152,1.0,Quito,Pichincha,D,13,1116.0,49.5925,0,0,0,0,2017,5,27,5,21,Saturday,1,0,0,0,2,375.0,795.0,939.0,809.0,655.4285714285714,210.25845773147614,702.3571428571429,212.8009568887013,719.0714285714286,216.80114263936883,722.8538226755333
2017-05-28,1,DAIRY,319.0,15,120,1.0,Quito,Pichincha,D,13,512.0,49.605,0,0,0,0,2017,5,28,6,21,Sunday,1,0,0,0,3,634.0,337.0,299.0,315.0,632.4285714285714,201.05045564306877,680.5714285714286,202.05167438276487,712.8214285714286,216.63504958569195,99.070746728679
2017-05-29,1,DAIRY,818.0,23,167,1.0,Quito,Pichincha,D,13,1750.0,49.6175,0,0,0,0,2017,5,29,0,22,Monday,0,0,0,0,1,319.0,755.0,710.0,326.0,629.8571428571429,205.5240688025193,682.0,199.19684890927448,712.9642857142857,216.36414472294993,891.7762420285736
2017-05-30,1,DAIRY,641.0,23,164,1.0,Quito,Pichincha,D,13,1770.0,49.63,0,0,0,0,2017,5,30,1,22,Tuesday,0,0,0,0,5,818.0,736.0,794.0,897.0,638.8571428571429,213.1552083744207,689.7142857142857,202.4296377553394,730.5357142857143,203.36147021040654,922.207750344537
2017-05-31,1,DAIRY,912.0,28,171,1.0,Quito,Pichincha,D,13,1878.0,48.29,0,0,0,0,2017,5,31,2,22,Wednesday,0,0,0,0,6,641.0,867.0,828.0,927.0,625.2857142857143,208.92160753554893,678.7857142857143,200.48716765819233,721.3928571428571,201.34498481475373,920.9148524639927
2017-06-01,1,DAIRY,801.0,2,154,1.0,Quito,Pichincha,D,13,1815.0,48.32,0,0,0,0,2017,6,1,3,22,Thursday,0,0,0,0,4,912.0,723.0,718.0,755.0,631.7142857142857,218.0899770627663,684.7857142857143,206.46406972621602,720.8571428571429,200.79687807181352,948.4089715045699
2017-06-02,1,DAIRY,792.0,14,169,1.0,Quito,Pichincha,D,13,1925.0,47.68,0,0,0,0,2017,6,2,4,22,Friday,0,0,0,0,0,801.0,375.0,957.0,882.0,642.8571428571429,225.40144082017176,690.7142857142857,208.67104350053958,722.5,201.2741818920072,1066.4427087203433
2017-06-03,1,DAIRY,862.0,16,167,1.0,Quito,Pichincha,D,13,1420.0,47.586666666666666,0,0,0,0,2017,6,3,5,22,Saturday,1,0,0,0,2,792.0,634.0,795.0,919.0,702.4285714285714,195.99732748420922,678.9285714285714,196.79605385572785,719.2857142857143,199.34203941278713,1051.9316503675757
2017-06-04,1,DAIRY,358.0,12,124,1.0,Quito,Pichincha,D,13,525.0,47.49333333333333,0,0,0,0,2017,6,4,6,22,Sunday,1,0,0,0,3,862.0,319.0,337.0,355.0,735.0,201.59530417811496,683.7142857142857,200.61345478745423,717.25,197.50961064286668,252.80074857237634
2017-06-05,1,DAIRY,769.0,13,162,1.0,Quito,Pichincha,D,13,1883.0,47.4,0,0,0,0,2017,6,5,0,23,Monday,0,0,0,0,1,358.0,818.0,755.0,852.0,740.5714285714286,188.28157738066787,685.2142857142857,197.88154132107445,717.3571428571429,197.3065323927929,1115.1849914667957
2017-06-06,1,DAIRY,832.0,15,160,1.0,Quito,Pichincha,D,13,1816.0,48.13,0,0,0,0,2017,6,6,1,23,Tuesday,0,0,0,0,5,769.0,641.0,736.0,780.0,733.5714285714286,185.81788319288793,686.2142857142857,198.2962735098968,714.3928571428571,195.82670708141347,997.9104011374168
2017-06-07,1,DAIRY,842.0,17,157,1.0,Quito,Pichincha,D,13,1889.0,45.8,0,0,0,0,2017,6,7,2,23,Wednesday,0,0,0,0,6,832.0,912.0,867.0,906.0,760.8571428571429,183.97321233577168,693.0714285714286,201.77956909829643,716.25,196.71649557073277,1042.7667634794034
2017-06-08,1,DAIRY,648.0,27,155,1.0,Quito,Pichincha,D,13,1694.0,45.68,0,0,0,0,2017,6,8,3,23,Thursday,0,0,0,0,4,842.0,801.0,723.0,721.0,750.8571428571429,176.12346859653954,691.2857142857143,200.2265749561756,713.9642857142857,194.79247877769893,866.774114005138
2017-06-09,1,DAIRY,920.0,30,164,1.0,Quito,Pichincha,D,13,1886.0,45.82,0,0,0,0,2017,6,9,4,23,Friday,0,0,0,0,0,648.0,792.0,375.0,857.0,729.0,178.3433019020713,685.9285714285714,200.31608264698238,711.3571428571429,195.18295582193326,946.4865589785629
2017-06-10,1,DAIRY,785.0,30,159,1.0,Quito,Pichincha,D,13,1362.0,45.91333333333333,0,0,0,0,2017,6,10,5,23,Saturday,1,0,0,0,2,920.0,862.0,634.0,939.0,747.2857142857143,191.9242161945824,724.8571428571429,187.80958324973503,713.6071428571429,197.27595623910537,1029.5617627834524
2017-06-11,1,DAIRY,410.0,26,127,1.0,Quito,Pichincha,D,13,585.0,46.00666666666667,0,0,0,0,2017,6,11,6,23,Sunday,1,0,0,0,3,785.0,358.0,319.0,299.0,736.2857142857143,186.38017981687713,735.6428571428571,186.52185153193355,708.1071428571429,192.8565652548683,272.61737098593045
2017-06-12,1,DAIRY,746.0,30,159,1.0,Quito,Pichincha,D,13,1711.0,46.1,0,0,0,0,2017,6,12,0,24,Monday,0,0,0,0,1,410.0,769.0,818.0,710.0,743.7142857142857,169.0174688069396,742.1428571428571,171.89793802981072,712.0714285714286,185.12136731053263,1006.0844942342321
2017-06-13,1,DAIRY,712.0,28,163,1.0,Quito,Pichincha,D,13,1766.0,46.41,0,0,0,0,2017,6,13,1,24,Tuesday,0,0,0,0,5,746.0,832.0,641.0,794.0,740.4285714285714,168.66718426421627,737.0,170.52543234638824,713.3571428571429,185.231429675644,966.936720170387
2017-06-14,1,DAIRY,792.0,34,163,1.0,Quito,Pichincha,D,13,1832.0,44.79,0,0,0,0,2017,6,14,2,24,Wednesday,0,0,0,0,6,712.0,842.0,912.0,828.0,723.2857142857143,163.83804430566414,742.0714285714286,168.4944483384502,710.4285714285714,184.55621016101088,980.3185862639393
2017-06-15,1,DAIRY,811.0,20,152,1.0,Quito,Pichincha,D,13,1776.0,44.47,0,0,0,0,2017,6,15,3,24,Thursday,0,0,0,0,4,792.0,648.0,801.0,718.0,716.1428571428571,158.81270789982827,733.5,162.11664841189895,709.1428571428571,183.83078255220786,881.0083836451669
2017-06-16,1,DAIRY,779.0,21,163,1.0,Quito,Pichincha,D,13,1946.0,44.73,0,0,0,0,2017,6,16,4,24,Friday,0,0,0,0,0,811.0,920.0,792.0,957.0,739.4285714285714,159.10568515178545,734.2142857142857,162.45859996718016,712.4642857142857,184.83415632375917,1077.568400057438
2017-06-17,1,DAIRY,865.0,18,162,1.0,Quito,Pichincha,D,13,1388.0,44.56666666666666,0,0,0,0,2017,6,17,5,24,Saturday,1,0,0,0,2,779.0,785.0,862.0,795.0,719.2857142857143,140.24230731810124,733.2857142857143,162.13974436669213,706.1071428571429,179.08374603865815,1000.2161318981582
2017-06-18,1,DAIRY,347.0,12,120,1.0,Quito,Pichincha,D,13,577.0,44.403333333333336,0,0,0,0,2017,6,18,6,24,Sunday,1,0,0,0,3,865.0,410.0,358.0,337.0,730.7142857142857,149.44755410702257,733.5,162.324816814453,708.6071428571429,180.85052950202976,247.73966064283968
2017-06-19,1,DAIRY,665.0,21,163,1.0,Quito,Pichincha,D,13,1747.0,44.24,0,0,0,0,2017,6,19,0,25,Monday,0,0,0,0,1,347.0,746.0,769.0,755.0,721.7142857142857,172.15275608764276,732.7142857142857,164.2968366994633,708.9642857142857,180.0978092578347,987.8967514337279
2017-06-20,1,DAIRY,707.0,24,145,1.0,Quito,Pichincha,D,13,1778.0,43.34,0,0,0,0,2017,6,20,1,25,Tuesday,0,0,0,0,5,665.0,712.0,832.0,736.0,710.1428571428571,172.96861812809522,725.2857142857143,164.88010962347806,705.75,180.04888739409742,919.5607908430496
2017-06-21,1,DAIRY,810.0,26,158,1.0,Quito,Pichincha,D,13,1841.0,42.48,0,0,0,0,2017,6,21,2,25,Wednesday,0,0,0,0,6,707.0,792.0,842.0,867.0,709.4285714285714,172.96999464536913,716.3571428571429,162.0164318080848,704.7142857142857,179.95181600822093,937.5378986157501
2017-06-22,1,DAIRY,713.0,31,162,1.0,Quito,Pichincha,D,13,1739.0,42.53,0,0,0,0,2017,6,22,3,25,Thursday,0,0,0,0,4,810.0,811.0,648.0,723.0,712.0,174.5288896811451,714.0714285714286,160.32441355706624,702.6785714285714,178.3633523169375,853.5069102576989
2017-06-23,1,DAIRY,834.0,22,162,1.0,Quito,Pichincha,D,13,1843.0,42.86,1,0,1,0,2017,6,23,4,25,Friday,0,0,0,0,0,713.0,779.0,920.0,375.0,698.0,169.1104175777864,718.7142857142857,159.20109613626602,702.3214285714286,178.33116376072493,917.0000292735383
2017-06-24,1,DAIRY,795.0,19,161,1.0,Quito,Pichincha,D,13,1299.0,42.986666666666665,0,0,0,0,2017,6,24,5,25,Saturday,1,0,0,0,2,834.0,865.0,785.0,634.0,705.8571428571429,174.68679455092237,712.5714285714286,152.34864584271668,718.7142857142857,167.92080521899996,912.9158082100715
2017-06-25,1,DAIRY,300.0,15,112,1.0,Quito,Pichincha,D,13,517.0,43.11333333333334,1,0,3,0,2017,6,25,6,25,Sunday,1,0,0,0,3,795.0,347.0,410.0,319.0,695.8571428571429,165.83770034929577,713.2857142857143,152.737295113803,724.4642857142857,167.66887167599424,191.3183088189578
2017-06-26,1,DAIRY,748.0,19,165,1.0,Quito,Pichincha,D,13,1752.0,43.24,0,0,0,0,2017,6,26,0,26,Monday,0,0,0,0,1,300.0,665.0,746.0,818.0,689.1428571428571,182.4366817751923,705.4285714285714,171.2468817394762,723.7857142857143,169.40010869358176,940.3600325734845
2017-06-27,1,DAIRY,741.0,21,168,1.0,Quito,Pichincha,D,13,1764.0,44.25,0,0,0,0,2017,6,27,1,26,Tuesday,0,0,0,0,5,748.0,707.0,712.0,641.0,701.0,183.3012093067945,705.5714285714286,171.28416078628925,721.2857142857143,168.47218852641168,897.5523257172272
2017-06-28,1,DAIRY,805.0,23,171,1.0,Quito,Pichincha,D,13,1906.0,44.74,0,0,0,0,2017,6,28,2,26,Wednesday,0,0,0,0,6,741.0,810.0,792.0,912.0,705.8571428571429,183.93606549688988,707.6428571428571,171.54304557024784,724.8571428571429,167.76564657078237,966.2512968506347
2017-06-29,1,DAIRY,680.0,23,161,1.0,Quito,Pichincha,D,13,1645.0,44.88,0,0,0,0,2017,6,29,3,26,Thursday,0,0,0,0,4,805.0,713.0,811.0,801.0,705.1428571428571,183.47336643359483,708.5714285714286,172.0691785236445,721.0357142857143,164.5324424032388,780.258683516731
2017-06-30,1,DAIRY,784.0,23,160,1.0,Quito,Pichincha,D,13,1852.0,46.02,0,0,0,0,2017,6,30,4,26,Friday,0,0,0,0,0,680.0,834.0,779.0,792.0,700.4285714285714,183.66169727958797,699.2142857142857,169.61502952792216,716.7142857142857,163.94236953606907,914.9133367751772
2017-07-01,1,DAIRY,811.0,20,166,1.0,Quito,Pichincha,D,13,1362.0,45.838,0,0,0,0,2017,7,1,5,26,Saturday,1,0,0,0,2,784.0,795.0,865.0,862.0,693.2857142857143,178.50090035787318,699.5714285714286,169.80111184093363,716.4285714285714,163.81322439526363,1048.7750642684202
2017-07-02,1,DAIRY,389.0,19,137,1.0,Quito,Pichincha,D,13,542.0,45.656,0,0,0,0,2017,7,2,6,26,Sunday,1,0,0,0,3,811.0,300.0,347.0,358.0,695.5714285714286,180.11557136355256,695.7142857142857,166.3321184449152,714.6071428571429,162.41221886292712,281.7657026382224
2017-07-03,1,DAIRY,802.0,22,170,1.0,Quito,Pichincha,D,13,1890.0,45.474,1,0,2,0,2017,7,3,0,27,Monday,0,0,0,0,1,389.0,748.0,665.0,769.0,708.2857142857143,147.7765365743315,698.7142857142857,159.8097082693743,715.7142857142857,159.9786692130395,1127.7481753373813
2017-07-04,1,DAIRY,734.0,24,167,1.0,Quito,Pichincha,D,13,1803.0,45.292,0,0,0,0,2017,7,4,1,27,Tuesday,0,0,0,0,5,802.0,741.0,707.0,832.0,716.0,151.5563701509551,708.5,161.7689472911657,716.8928571428571,160.50645291879056,1024.9475906828359
2017-07-05,1,DAIRY,814.0,35,172,1.0,Quito,Pichincha,D,13,1913.0,45.11,0,0,0,0,2017,7,5,2,27,Wednesday,0,0,0,0,6,734.0,805.0,810.0,842.0,715.0,151.3869214958808,710.4285714285714,161.9105708934182,713.3928571428571,158.96455213656705,1049.5031068238052
2017-07-06,1,DAIRY,652.0,31,149,1.0,Quito,Pichincha,D,13,1698.0,45.52,0,0,0,0,2017,7,6,3,27,Thursday,0,0,0,0,4,814.0,680.0,713.0,648.0,716.2857142857143,152.3140552561431,710.7142857142857,162.10320955937357,712.3928571428571,158.21184562237622,846.3235970264807
2017-07-07,1,DAIRY,764.0,34,161,1.0,Quito,Pichincha,D,13,1843.0,44.25,0,0,0,0,2017,7,7,4,27,Friday,0,0,0,0,0,652.0,784.0,834.0,920.0,712.2857142857143,153.78633910473997,706.3571428571429,162.85510650355843,712.5357142857143,158.15334381141193,1000.5327923643777
2017-07-08,1,DAIRY,754.0,36,168,1.0,Quito,Pichincha,D,13,1366.0,44.3,0,0,0,0,2017,7,8,5,27,Saturday,1,0,0,0,2,764.0,811.0,795.0,785.0,709.4285714285714,152.41156686513554,701.3571428571429,159.6783339394233,706.9642857142857,153.24574361628595,1019.5869645975052
2017-07-09,1,DAIRY,341.0,21,129,1.0,Quito,Pichincha,D,13,579.0,44.35,0,0,0,0,2017,7,9,6,27,Sunday,1,0,0,0,3,754.0,389.0,300.0,410.0,701.2857142857143,147.52481631431164,698.4285714285714,158.19788692827441,705.8571428571429,152.77233467937432,263.32864354788063
2017-07-10,1,DAIRY,835.0,33,166,1.0,Quito,Pichincha,D,13,1814.0,44.4,0,0,0,0,2017,7,10,0,28,Monday,0,0,0,0,1,341.0,802.0,748.0,746.0,694.4285714285714,164.58823078909884,701.3571428571429,150.44426882396579,703.3928571428571,158.18211241423984,1062.6358608256683
2017-07-11,1,DAIRY,726.0,27,157,1.0,Quito,Pichincha,D,13,1760.0,45.06,0,0,0,0,2017,7,11,1,28,Tuesday,0,0,0,0,5,835.0,734.0,741.0,712.0,699.1428571428571,168.6064733547998,707.5714285714286,154.2673574753169,706.5714285714286,159.9542593348661,971.317046916196
2017-07-12,1,DAIRY,884.0,35,167,1.0,Quito,Pichincha,D,13,1970.0,45.48,0,0,0,0,2017,7,12,2,28,Wednesday,0,0,0,0,6,726.0,814.0,805.0,792.0,698.0,168.35775400418385,706.5,154.0692901062564,707.0714285714286,159.99373334288822,1054.5868351314784
2017-07-13,1,DAIRY,764.0,23,157,1.0,Quito,Pichincha,D,13,1679.0,46.06,0,0,0,0,2017,7,13,3,28,Thursday,0,0,0,0,4,884.0,652.0,680.0,811.0,708.0,178.18810285762618,712.1428571428571,159.31191328424043,710.3571428571429,162.72385476645218,847.3147222628056
2017-07-14,1,DAIRY,748.0,23,158,1.0,Quito,Pichincha,D,13,1867.0,46.53,0,0,0,0,2017,7,14,4,28,Friday,0,0,0,0,0,764.0,764.0,784.0,779.0,724.0,177.3480570328678,718.1428571428571,159.58979008351602,708.6785714285714,161.88749032525655,995.8511401658959
2017-07-15,1,DAIRY,615.0,22,153,1.0,Quito,Pichincha,D,13,1338.0,46.36,0,0,0,0,2017,7,15,5,28,Saturday,1,0,0,0,2,748.0,754.0,811.0,865.0,721.7142857142857,176.8490074288556,715.5714285714286,158.73476391365847,707.5714285714286,161.49427889681613,966.0878452307575
2017-07-16,1,DAIRY,325.0,14,117,1.0,Quito,Pichincha,D,13,518.0,46.190000000000005,0,0,0,0,2017,7,16,6,28,Sunday,1,0,0,0,3,615.0,341.0,389.0,347.0,701.8571428571429,180.3879417361634,701.5714285714286,158.31357115922333,698.6428571428571,159.36499320177435,176.3573723633779
2017-07-17,1,DAIRY,795.0,17,163,1.0,Quito,Pichincha,D,13,1739.0,46.02,0,0,0,0,2017,7,17,0,29,Monday,0,0,0,0,1,325.0,835.0,802.0,665.0,699.5714285714286,185.74431991571728,697.0,168.62201699476935,697.8571428571429,161.20649612076718,990.9329374182914
2017-07-18,1,DAIRY,777.0,18,158,1.0,Quito,Pichincha,D,13,1733.0,46.4,0,0,0,0,2017,7,18,1,29,Tuesday,0,0,0,0,5,795.0,726.0,734.0,707.0,693.8571428571429,181.44919267885834,696.5,168.29678455724388,702.5,162.09473681678944,921.3743389062217
2017-07-19,1,DAIRY,781.0,19,156,1.0,Quito,Pichincha,D,13,1797.0,47.1,0,0,0,0,2017,7,19,2,29,Wednesday,0,0,0,0,6,777.0,884.0,814.0,810.0,701.1428571428571,183.9614348819053,699.5714285714286,169.42241895320615,705.0,162.7053688021313,925.5593995890356
2017-07-20,1,DAIRY,758.0,17,158,1.0,Quito,Pichincha,D,13,1774.0,46.73,0,0,0,0,2017,7,20,3,29,Thursday,0,0,0,0,4,781.0,764.0,652.0,713.0,686.4285714285714,170.52649563714618,697.2142857142857,167.93092837025694,703.9642857142857,162.10341512678787,854.3588139480844
2017-07-21,1,DAIRY,741.0,18,160,1.0,Quito,Pichincha,D,13,1878.0,45.78,0,0,0,0,2017,7,21,4,29,Friday,0,0,0,0,0,758.0,748.0,764.0,834.0,685.5714285714286,170.08611264381827,704.7857142857143,168.1250352342777,705.5714285714286,162.419080381457,969.5947934970563
2017-07-22,1,DAIRY,691.0,19,162,1.0,Quito,Pichincha,D,13,1333.0,45.92333333333333,0,0,0,0,2017,7,22,5,29,Saturday,1,0,0,0,2,741.0,615.0,754.0,795.0,684.5714285714286,169.67798633770664,703.1428571428571,167.61350099047917,702.25,160.63660968275846,914.3434335726872
2017-07-23,1,DAIRY,382.0,16,134,1.0,Quito,Pichincha,D,13,547.0,46.06666666666667,1,0,1,0,2017,7,23,6,29,Sunday,1,0,0,0,3,691.0,325.0,341.0,300.0,695.4285714285714,166.89303674595192,698.6428571428571,166.98761222726162,698.5357142857143,159.61167741157942,180.0623522337732
2017-07-24,1,DAIRY,758.0,18,161,1.0,Quito,Pichincha,D,13,1807.0,46.21,1,0,1,0,2017,7,24,0,30,Monday,0,0,0,0,1,382.0,795.0,835.0,748.0,703.5714285714286,145.8742119577195,701.5714285714286,160.4650521672324,701.4642857142857,152.62796262004383,1004.1732739979686
2017-07-25,1,DAIRY,698.0,18,163,1.0,Quito,Pichincha,D,13,1785.0,47.77,1,0,1,0,2017,7,25,1,30,Tuesday,0,0,0,0,5,758.0,777.0,726.0,741.0,698.2857142857143,142.64374537720903,696.0714285714286,156.81810349069156,701.8214285714286,152.75253615435597,917.9994065344302
2017-07-26,1,DAIRY,775.0,17,162,1.0,Quito,Pichincha,D,13,1903.0,48.58,0,0,0,0,2017,7,26,2,30,Wednesday,0,0,0,0,6,698.0,781.0,884.0,805.0,687.0,138.44132331063554,694.0714285714286,156.58542239140328,700.2857142857143,152.56009311278797,949.0804183232258
2017-07-27,1,DAIRY,722.0,8,158,1.0,Quito,Pichincha,D,13,1729.0,49.05,0,0,0,0,2017,7,27,3,30,Thursday,0,0,0,0,4,775.0,758.0,764.0,680.0,686.1428571428571,137.77932666820075,686.2857142857143,148.93851522920798,699.2142857142857,151.90137081352157,806.0113997252287
2017-07-28,1,DAIRY,711.0,7,159,1.0,Quito,Pichincha,D,13,1848.0,49.72,0,0,0,0,2017,7,28,4,30,Friday,0,0,0,0,0,722.0,741.0,748.0,784.0,681.0,135.29966740535585,683.2857142857143,147.6703337591108,700.7142857142857,151.9119767406415,899.2181336935099
2017-07-29,1,DAIRY,676.0,7,152,1.0,Quito,Pichincha,D,13,1251.0,49.88333333333333,0,0,0,0,2017,7,29,5,30,Saturday,1,0,0,0,2,711.0,691.0,615.0,811.0,676.7142857142857,133.54613969924898,680.6428571428571,146.75128469774728,698.1071428571429,151.0536670109695,794.0589474208653
2017-07-30,1,DAIRY,316.0,6,121,1.0,Quito,Pichincha,D,13,519.0,50.04666666666667,0,0,0,0,2017,7,30,6,30,Sunday,1,0,0,0,3,676.0,382.0,325.0,389.0,674.5714285714286,133.39897193863828,685.0,145.55305667588027,693.2857142857143,149.46295394904766,127.00742601007141
2017-07-31,1,DAIRY,727.0,7,160,1.0,Quito,Pichincha,D,13,1872.0,50.21,0,0,0,0,2017,7,31,0,31,Monday,0,0,0,0,1,316.0,758.0,795.0,802.0,665.1428571428571,157.6519675016545,684.3571428571429,147.27504731093882,690.6785714285714,155.48277350608137,1011.3799767749296
2017-08-01,1,DAIRY,668.0,3,153,1.0,Quito,Pichincha,D,13,1795.0,49.19,0,0,0,0,2017,8,1,1,31,Tuesday,0,0,0,0,5,727.0,698.0,777.0,734.0,660.7142857142857,155.02227182538843,679.5,144.43936710339912,688.0,154.13414071299675,992.9864060488445
2017-08-02,1,DAIRY,941.0,3,167,1.0,Quito,Pichincha,D,13,1892.0,49.6,0,0,0,0,2017,8,2,2,31,Wednesday,0,0,0,0,6,668.0,775.0,781.0,814.0,656.4285714285714,154.23235408830044,671.7142857142857,141.69112049233493,685.6428571428571,153.90911562677638,1009.0797659978901
2017-08-03,1,DAIRY,529.0,12,149,1.0,Quito,Pichincha,D,13,1726.0,49.03,0,0,0,0,2017,8,3,3,31,Thursday,0,0,0,0,4,941.0,722.0,758.0,652.0,680.1428571428571,185.16247691458105,683.1428571428571,156.8281063618848,690.1785714285714,159.59811879784192,913.0006325775106
2017-08-04,1,DAIRY,767.0,20,165,1.0,Quito,Pichincha,D,13,1847.0,49.57,0,0,0,0,2017,8,4,4,31,Friday,0,0,0,0,0,529.0,711.0,741.0,764.0,652.5714285714286,192.12917281771365,666.7857142857143,160.32331687582345,685.7857142857143,162.35679892979752,968.9070960149022
2017-08-05,1,DAIRY,624.0,21,154,1.0,Quito,Pichincha,D,13,1251.0,49.50333333333333,1,0,1,0,2017,8,5,5,31,Saturday,1,0,0,0,2,767.0,676.0,691.0,754.0,660.5714285714286,196.09254374984675,668.6428571428571,161.39612384195772,685.8928571428571,162.41130668670542,905.80259666349
